geometry,composition,function,structure
POINT (27.029374999996826 -25.677624999996983),0.7359131574630737,821,0
POINT (26.97837499999683 -25.739874999996974),0.757957935333252,1320,0
POINT (27.604374999996757 -26.04187499999694),0.3801116347312927,1480,0
POINT (27.72362499999674 -25.830874999996965),0.7489325404167175,1410,8
POINT (27.782624999996735 -25.656874999996987),0.4218122363090515,1364,4
POINT (26.95462499999683 -25.486624999997005),0.7386614084243774,951,3
POINT (27.05512499999682 -25.755374999996974),0.7359131574630737,1232,4
POINT (26.98237499999683 -25.390124999997017),0.7385580539703369,1589,12
POINT (27.83062499999673 -25.886624999996958),0.7632783651351929,1033,0
POINT (26.98062499999683 -25.742124999996975),0.757957935333252,1399,0
POINT (27.552624999996763 -25.62087499999699),0.7347862720489502,1307,6
POINT (27.2543749999968 -25.170124999997043),0.7252817749977112,767,0
POINT (27.795124999996734 -25.470124999997008),0.7919162511825562,925,0
POINT (27.55887499999676 -25.222124999997035),0.35985562205314636,1282,2
POINT (27.290624999996794 -25.321874999997025),0.7435117363929749,1073,0
POINT (27.430374999996776 -25.64237499999699),0.41567572951316833,1072,0
POINT (26.963874999996833 -25.587874999996995),0.7310836315155029,501,3
POINT (27.249624999996797 -25.831124999996966),0.7449843883514404,1646,6
POINT (27.429374999996778 -25.60912499999699),0.7299534678459167,1116,5
POINT (27.752874999996738 -26.004624999996945),0.807651698589325,1185,2
POINT (27.037624999996822 -25.566374999996995),0.7296520471572876,1036,0
POINT (27.31237499999679 -25.233874999997035),0.7791848182678223,734,0
POINT (27.06362499999682 -25.535374999997),0.7363992929458618,1315,8
POINT (27.082874999996818 -25.530624999997),0.7265347838401794,1235,3
POINT (27.589374999996757 -25.575124999996994),0.724410355091095,257,7
POINT (27.780624999996736 -25.466124999997007),0.7919162511825562,1304,0
POINT (27.361874999996786 -25.529124999997),0.2890086770057678,981,2
POINT (27.50562499999677 -25.488624999997004),0.7418616414070129,939,0
POINT (26.985874999996827 -25.37512499999702),0.7385580539703369,1684,7
POINT (27.250874999996796 -25.235374999997035),0.7252817749977112,934,0
POINT (27.600374999996756 -25.241874999997034),0.96469646692276,1015,0
POINT (27.84612499999673 -25.46587499999701),0.7873076796531677,1382,0
POINT (27.104874999996817 -25.240624999997035),0.96469646692276,1360,1
POINT (27.625874999996753 -25.557374999997),0.287185937166214,682,0
POINT (27.32087499999679 -25.94987499999695),0.7430821657180786,1752,11
POINT (26.994874999996828 -25.416874999997013),0.7385580539703369,1660,15
POINT (27.67037499999675 -25.803624999996966),0.7489325404167175,1779,0
POINT (27.355124999996786 -25.159374999997045),0.7861970067024231,1120,0
POINT (26.96437499999683 -25.735624999996976),0.757957935333252,1150,3
POINT (27.30762499999679 -25.755124999996973),0.39654821157455444,1075,5
POINT (27.40012499999678 -25.649374999996986),0.7271916270256042,1378,2
POINT (27.455374999996774 -25.303874999997028),0.96469646692276,1136,0
POINT (27.620124999996754 -25.894874999996958),0.7652533054351807,1304,1
POINT (27.50862499999677 -25.464124999997008),0.7418616414070129,971,0
POINT (27.76487499999674 -25.236124999997035),0.727022647857666,1402,0
POINT (27.774624999996735 -25.672124999996985),0.4114442765712738,1293,6
POINT (27.2281249999968 -25.36437499999702),0.727571427822113,737,2
POINT (26.975624999996832 -25.234124999997036),0.96469646692276,1173,0
POINT (27.531374999996764 -25.720874999996976),0.7299669981002808,855,2
POINT (27.451624999996774 -25.930874999996952),0.7636996507644653,1158,0
POINT (27.434874999996776 -26.04337499999694),0.7619431018829346,1498,8
POINT (27.377874999996784 -25.45337499999701),0.7413477897644043,1269,2
POINT (27.66187499999675 -25.34412499999702),0.8174889087677002,1079,0
POINT (27.771624999996735 -25.94162499999695),0.7643342018127441,971,0
POINT (27.375374999996783 -25.401874999997016),0.7407017350196838,1368,9
POINT (27.179124999996805 -25.37212499999702),0.734372615814209,1015,1
POINT (26.99737499999683 -25.234374999997033),0.96469646692276,951,0
POINT (27.512374999996766 -25.43637499999701),0.34044674038887024,933,0
POINT (27.2558749999968 -25.918874999996955),0.7430821657180786,1603,4
POINT (27.516124999996766 -25.490124999997004),0.8163173198699951,1523,0
POINT (27.614624999996757 -25.723874999996976),0.7305664420127869,582,8
POINT (27.586374999996757 -25.397124999997015),0.40148982405662537,1742,2
POINT (27.16287499999681 -25.733874999996978),0.4072636365890503,1655,6
POINT (27.082124999996818 -25.476874999997005),0.7290828824043274,1434,0
POINT (27.71787499999674 -25.662374999996985),0.4140093922615051,955,1
POINT (27.543124999996763 -25.19337499999704),0.4051567614078522,1417,6
POINT (27.718374999996744 -25.946624999996953),0.7633428573608398,1090,0
POINT (27.790124999996735 -25.423624999997013),0.7919162511825562,1234,6
POINT (27.83012499999673 -25.826124999996964),0.7459015250205994,1160,0
POINT (27.370124999996783 -25.912874999996955),0.7471209168434143,1253,0
POINT (27.031624999996822 -25.511624999997004),0.7363992929458618,1099,0
POINT (27.681874999996747 -25.78787499999697),0.7266091704368591,1129,0
POINT (27.48187499999677 -25.837124999996963),0.7237934470176697,1010,3
POINT (27.413624999996777 -25.37187499999702),0.7440930604934692,1218,5
POINT (27.505874999996767 -25.44962499999701),0.7418616414070129,890,0
POINT (27.13212499999681 -26.034374999996942),0.7451401948928833,1648,8
POINT (27.82362499999673 -25.570124999996995),0.4099307954311371,1509,7
POINT (27.515124999996768 -25.62162499999699),0.7347862720489502,1275,10
POINT (27.387124999996782 -25.624374999996988),0.7271916270256042,1065,2
POINT (28.294624999996675 -25.61987499999699),0.7553279995918274,1093,0
POINT (28.720374999996626 -25.796374999996967),0.2928707003593445,1383,0
POINT (28.23712499999668 -26.05037499999694),0.23325113952159882,1225,8
POINT (28.25212499999668 -25.882124999996957),0.7600411176681519,1536,1
POINT (28.115874999996695 -25.491624999997004),0.1799599677324295,402,1
POINT (28.313874999996674 -25.67512499999698),0.762635350227356,1460,0
POINT (28.289624999996676 -25.666624999996984),0.7713358402252197,1820,13
POINT (28.229624999996684 -25.96762499999695),0.3130103647708893,310,10
POINT (28.541874999996647 -25.798624999996967),0.36482733488082886,1533,6
POINT (27.929374999996718 -25.905374999996955),0.7638903260231018,1304,0
POINT (28.16737499999669 -25.519874999997),0.8127138018608093,1295,0
POINT (28.637124999996637 -26.02912499999694),0.36562225222587585,1381,0
POINT (28.145374999996694 -25.95262499999695),0.3973122239112854,1764,5
POINT (28.380874999996664 -25.558124999997),0.96469646692276,1195,0
POINT (28.379374999996664 -25.749874999996972),0.3664149343967438,1877,15
POINT (28.00787499999671 -25.305124999997027),0.7903953194618225,1138,0
POINT (28.507874999996652 -25.543874999996998),0.7502167224884033,1310,0
POINT (28.16187499999669 -26.03787499999694),0.16274715960025787,240,9
POINT (28.125624999996695 -25.62387499999699),0.96469646692276,1589,3
POINT (27.980624999996714 -25.914624999996956),0.4037349224090576,1541,0
POINT (28.00287499999671 -25.96312499999695),0.3967386484146118,217,9
POINT (27.898374999996722 -25.990624999996946),0.7627387642860413,1377,0
POINT (28.23862499999668 -26.023624999996944),0.15676458179950714,283,10
POINT (28.375624999996667 -25.520874999997),0.96469646692276,399,10
POINT (28.630874999996635 -25.19087499999704),0.7823200225830078,1375,7
POINT (28.457874999996655 -25.912874999996955),0.764140248298645,1630,4
POINT (27.92612499999672 -25.744124999996973),0.7647661566734314,1704,7
POINT (28.236624999996682 -25.96612499999695),0.3130103647708893,1081,10
POINT (27.854124999996728 -25.694624999996982),0.7270245552062988,1035,7
POINT (27.848874999996728 -25.421874999997012),0.2586350739002228,937,1
POINT (28.461124999996656 -25.969374999996948),0.3279334604740143,1277,0
POINT (28.413374999996662 -25.676124999996983),0.7441429495811462,1498,0
POINT (28.1033749999967 -25.196624999997038),0.7613657116889954,1117,0
POINT (28.59737499999664 -25.254374999997033),0.96469646692276,1719,1
POINT (28.548624999996644 -25.330124999997025),0.96469646692276,1065,0
POINT (28.01112499999671 -25.912874999996955),0.7636362910270691,322,7
POINT (27.983374999996713 -25.492624999997005),0.36070504784584045,424,0
POINT (28.24887499999668 -25.996124999996944),0.15494325757026672,1091,1
POINT (28.264624999996677 -25.945124999996953),0.7607133984565735,1230,0
POINT (28.020374999996708 -25.383374999997017),0.8211491703987122,1111,0
POINT (28.025624999996708 -25.940624999996952),0.33474886417388916,1091,0
POINT (28.701374999996627 -25.80412499999697),0.7491357922554016,1182,1
POINT (28.038124999996704 -25.93437499999695),0.7559809684753418,1349,1
POINT (28.26287499999668 -25.484374999997005),0.8149230480194092,1946,4
POINT (27.979124999996714 -25.46362499999701),0.7837618589401245,603,0
POINT (28.26937499999668 -25.173624999997042),0.96469646692276,1290,0
POINT (27.857874999996728 -25.28462499999703),0.7883185744285583,1041,0
POINT (28.16712499999669 -25.59737499999699),0.8095223903656006,881,0
POINT (28.669624999996632 -25.391624999997017),0.7618218064308167,1062,0
POINT (27.99812499999671 -26.005874999996944),0.2623869478702545,1466,13
POINT (28.299874999996675 -26.025624999996943),0.7531840205192566,1338,4
POINT (28.276374999996676 -25.384124999997017),0.23587755858898163,1399,6
POINT (28.716374999996624 -25.21312499999704),0.96469646692276,1499,0
POINT (27.966374999996713 -25.200374999997038),0.36421218514442444,750,0
POINT (28.177624999996688 -25.905624999996956),0.756367564201355,1391,5
POINT (28.15212499999669 -25.333374999997023),0.8191052079200745,1279,2
POINT (28.235124999996682 -25.70187499999698),0.22807621955871582,1322,3
POINT (28.50062499999665 -25.926624999996953),0.3715614378452301,1564,2
POINT (28.68312499999663 -25.386624999997018),0.7618218064308167,1319,0
POINT (28.368124999996667 -25.815624999996967),0.7592470049858093,225,10
POINT (28.673374999996632 -26.028624999996943),0.3598032593727112,1152,0
POINT (28.117874999996697 -25.824624999996967),0.7590123414993286,1408,0
POINT (28.17237499999669 -25.744874999996973),0.3710682690143585,541,9
POINT (28.303624999996675 -26.03962499999694),0.36456969380378723,1356,1
POINT (28.0723749999967 -25.251374999997033),0.8225353956222534,1201,0
POINT (28.33437499999667 -25.68387499999698),0.7664099335670471,1493,12
POINT (28.033374999996706 -25.905874999996957),0.7636362910270691,297,1
POINT (27.946124999996716 -25.995124999996946),0.807611346244812,1006,0
POINT (28.199874999996688 -25.843124999996963),0.27667519450187683,881,8
POINT (28.317374999996673 -25.373874999997017),0.17611128091812134,1029,0
POINT (28.00662499999671 -25.683374999996982),0.7448521852493286,792,0
POINT (28.263374999996678 -25.62987499999699),0.7553279995918274,1584,0
POINT (28.731374999996625 -25.78112499999697),0.7491357922554016,1438,1
POINT (28.144374999996693 -25.93287499999695),0.36649495363235474,227,6
POINT (28.453874999996657 -25.84862499999696),0.764140248298645,1823,5
POINT (28.190624999996686 -25.71562499999698),0.25144824385643005,391,7
POINT (27.900624999996722 -25.531874999997),0.7224100828170776,1127,0
POINT (28.063874999996703 -25.667374999996984),0.8165593147277832,1420,0
POINT (28.308624999996674 -25.662624999996986),0.7713358402252197,1914,9
POINT (28.02637499999671 -25.580374999996994),0.1762164831161499,933,3
POINT (28.67937499999663 -25.822124999996966),0.31270846724510193,902,0
POINT (28.456624999996656 -25.94837499999695),0.3169085383415222,1201,0
POINT (28.044874999996704 -25.920874999996954),0.7559809684753418,917,0
POINT (28.565624999996643 -25.335124999997024),0.8044617176055908,950,1
POINT (28.688124999996628 -25.313624999997025),0.7824482321739197,1585,8
POINT (28.50412499999665 -25.78412499999697),0.7610217928886414,687,4
POINT (28.218624999996685 -25.88462499999696),0.38018476963043213,2049,3
POINT (28.046124999996703 -25.564124999996995),0.2379874736070633,1092,1
POINT (28.25762499999668 -25.345874999997022),0.36876294016838074,730,1
POINT (27.929374999996718 -25.96112499999695),0.7582748532295227,1146,0
POINT (28.41737499999666 -25.78187499999697),0.7592470049858093,981,11
POINT (28.192124999996686 -25.580124999996993),0.8127138018608093,1241,0
POINT (28.17262499999669 -25.719624999996977),0.3236839175224304,1124,7
POINT (27.974374999996712 -26.02012499999694),0.21968789398670197,1557,9
POINT (28.401374999996662 -26.047624999996938),0.3181186020374298,1752,10
POINT (28.018124999996708 -25.545374999996998),0.30539315938949585,1238,1
POINT (28.0613749999967 -25.44287499999701),0.20133161544799805,1332,0
POINT (28.50437499999665 -25.69112499999698),0.7678783535957336,1777,2
POINT (28.17862499999669 -25.61987499999699),0.964320719242096,1382,3
POINT (28.302874999996675 -25.95162499999695),0.7607133984565735,1851,0
POINT (28.006874999996707 -25.649374999996986),0.7460540533065796,1035,0
POINT (28.386374999996665 -25.993874999996944),0.2955428659915924,1113,0
POINT (28.59287499999664 -25.35987499999702),0.96469646692276,766,0
POINT (28.26212499999668 -25.249124999997033),0.7899019718170166,1390,0
POINT (27.962374999996715 -25.43887499999701),0.3716372847557068,1134,1
POINT (28.33262499999667 -25.833624999996964),0.38234537839889526,1412,10
POINT (28.50137499999665 -25.164124999997043),0.6988656520843506,1334,0
POINT (27.99812499999671 -25.920124999996954),0.7582748532295227,1116,2
POINT (28.14487499999669 -25.67962499999698),0.3513336479663849,1103,11
POINT (28.304124999996674 -25.688124999996983),0.762635350227356,1538,3
POINT (28.242624999996682 -25.34337499999702),0.8144583106040955,1146,0
POINT (28.48762499999665 -25.70887499999698),0.7667377591133118,1493,2
POINT (28.114124999996697 -25.510374999997),0.17455196380615234,1301,2
POINT (28.41812499999666 -25.96462499999695),0.3691566288471222,1807,0
POINT (27.92837499999672 -25.87462499999696),0.7638903260231018,1112,8
POINT (28.014374999996708 -25.335374999997022),0.8211491703987122,1437,1
POINT (28.24812499999668 -25.644124999996986),0.3306397497653961,905,3
POINT (28.466624999996654 -26.015374999996943),0.20669910311698914,1692,0
POINT (28.0893749999967 -25.971624999996948),0.7559809684753418,1810,4
POINT (27.98987499999671 -25.37412499999702),0.7881948351860046,1276,0
POINT (28.631374999996634 -25.196624999997038),0.7823200225830078,1419,0
POINT (28.00412499999671 -25.72437499999698),0.7383300065994263,1170,0
POINT (28.716124999996627 -25.503874999997002),0.702305018901825,955,0
POINT (28.609624999996637 -25.497874999997006),0.7991628050804138,1888,8
POINT (28.33487499999667 -25.153874999997043),0.7348101139068604,1385,0
POINT (28.0981249999967 -25.68837499999698),0.8102227449417114,1367,0
POINT (27.85137499999673 -25.44312499999701),0.215152308344841,794,0
POINT (28.0708749999967 -25.622874999996988),0.8119461536407471,1268,5
POINT (28.395624999996663 -25.97337499999695),0.33527636528015137,1564,0
POINT (28.376124999996666 -25.989624999996945),0.3021124303340912,1017,0
POINT (28.330624999996672 -25.36112499999702),0.44296523928642273,1238,0
POINT (28.117124999996697 -25.59762499999699),0.17648173868656158,1198,0
POINT (28.709874999996625 -25.397874999997015),0.23728467524051666,1154,0
POINT (28.00462499999671 -26.02762499999694),0.2884235084056854,1922,5
POINT (28.216124999996683 -25.96687499999695),0.38889873027801514,363,3
POINT (28.057124999996702 -25.94712499999695),0.7559809684753418,1628,2
POINT (28.24987499999668 -25.208374999997037),0.7396143674850464,1440,0
POINT (27.958124999996716 -25.347374999997022),0.7881948351860046,1207,0
POINT (28.561874999996643 -25.37637499999702),0.8044617176055908,1346,10
POINT (28.0766249999967 -25.592124999996994),0.3299964666366577,937,1
POINT (27.98812499999671 -25.405624999997016),0.7881948351860046,1333,0
POINT (28.716374999996624 -25.803624999996966),0.34102490544319153,1379,4
POINT (28.66862499999663 -25.755374999996974),0.3736838698387146,1050,0
